Score,Cross_Claim_Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,Exclusion_Reason
0.609,0.615,4,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,복음을 아직 받아들이지 않은 사람들도 하느님의 백성과 여러 방식으로 연결되어 있다,오직 믿음만으로(sola fide) 의화된다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.609,0.691,3,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1213_1284,세례 성사의 은총,자기 잘못 없이 그리스도의 복음과 교회를 모르면서도 성실한 마음으로 하느님을 찾고 양심의 지시에 따라 올바로 살려고 하는 이들은 영원한 구원에 이를 수 있다,세례는 죄 사함의 실제 능력이 없는 단순한 신앙 고백의 상징이다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.609,0.786,3,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1471,면죄부 (Indulgentia),신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,교회는 시간적 벌을 감면할 권한이 없다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.609,0.616,3,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),"이 순종은 교황의 최고 교도권을 존경으로 인정하고, 그의 판단을 성실히 따르는 방식으로 표현되어야 한다",무오류성이 오직 교황과 주교단(교계)에게만 있고 평신도를 포함한 신자 전체에게는 전혀 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.609,0.619,4,LG-62,Lumen Gentium 62항: 마리아의 칭호 — 중개자(Mediatrix)·보호자(Advocate) (그리스도의 유일한 중개직에 종속),TRENT-S13,성체성사와 화체설,어떤 피조물도 성육신하신 말씀이자 구속주이신 그리스도와 동등하게 여겨질 수 없다,"성체 안에 그리스도의 몸과 함께 빵의 실체도 그대로 남아 있다(공재설, 루터 반박).",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.609,0.714,2,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),"가톨릭 교회는 이런 종교들 안에 있는 ""참되고 거룩한 것""을 아무것도 배척하지 않는다",타 종교 의식이 그리스도교 성사와 동등한 사효적 효력을 지닌다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.711,4,CCC-0491,마리아 무염시태,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",마리아는 잉태되는 첫 순간부터 원죄에서 보존되었다,"마리아의 육신은 지상 생애 이후 무덤에 묻혀 부패했으며, 육신의 부활은 세상 끝날에만 일어난다는 명제",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.663,4,CCC-0491,마리아 무염시태,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,이 보존은 하느님의 특별한 은총과 특전에 의한 것이다,성체가 단순한 기념(memorial)이라는 명제 (츠빙글리주의),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.669,3,CCC-1030,연옥,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,연옥에 있는 영혼들의 영원한 구원은 보장되어 있다,세례를 실제로 받지 않은 자는 어떤 경우에도 구원받을 수 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.706,3,CCC-1261,세례 없이 죽은 유아의 구원 희망,CCC-1471,면죄부 (Indulgentia),교회는 세례 없이 죽은 아이들을 하느님의 자비에 맡긴다,죄의 용서와 함께 모든 벌도 완전히 제거된다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.619,3,CCC-1261,세례 없이 죽은 유아의 구원 희망,CDF-DOMINUS-16_17,"Dominus Iesus 16~17항: 비가톨릭 그리스도교 공동체는 ""본래 의미의 교회가 아니다""",교회는 세례 없이 죽은 아이들을 하느님의 자비에 맡긴다,모든 그리스도교 교단이 교회론적으로 대등하다는 명제(교회 간 완전한 대칭적 동등성),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.687,4,CCC-1422_1498,고해성사와 사죄권,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),세례 이후 지은 대죄를 용서받기 위해서는 사제에게 고백하고 사죄경을 받는 고해성사가 필수적이다.,보속이 그리스도의 속죄를 믿는 믿음과 동일하며 별도의 실천(고행 등)이 불필요하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.654,4,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,완전한 통회는 하느님에 대한 사랑에서 비롯된다,인간이 은총 없이 자신의 선행만으로 하느님 앞에 의롭게 될 수 있다는 명제 (펠라기우스주의),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.722,3,CCC-1471,면죄부 (Indulgentia),CCC-1422_1498,고해성사와 사죄권,면죄부의 근거는 그리스도와 성인들의 공로의 보고(thesaurus)이다,대죄를 지은 신자가 사제의 사죄 없이 하느님께 직접 고백하는 것만으로 구원의 은총을 온전히 회복할 수 있다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.612,3,CCC-161_165,믿음과 구원,CCC-2068,계명 준수로 구원,믿음을 상실하거나 끝까지 지키지 않는 자는 구원받을 수 없다.,믿음만으로 구원되며 행위는 무관하다 (Sola Fide의 절대적 해석),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.663,4,CCC-161_165,믿음과 구원,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,믿음을 상실하거나 끝까지 지키지 않는 자는 구원받을 수 없다.,구원의 확신이 신앙의 필수 요소라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.777,2,CCC-1861,대죄와 은총 상실,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),회개하지 않은 대죄는 영원한 지옥의 벌을 가져온다,림보가 교회의 확정된 교의라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.608,4,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,칭의를 받은 신자는 선행을 통해 영생을 얻을 공로를 인정받을 수 있다.,그리스도가 성체 안에 힘(virtus)으로만 현존한다는 명제 (칼빈주의),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.742,4,CCC-2010,공로 (Meritum),TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),모든 공로의 근원은 성령의 자극과 하느님의 은총이다,의화가 그리스도의 의의 전가에 불과하다는 명제 (개신교 법정적 칭의론),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.705,3,CCC-2068,계명 준수로 구원,DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",계명 준수는 구원을 위해 필수적이다,가시적으로 교적에 등록되고 물로 세례받지 않으면 어떤 경우에도 구원받을 수 없다는 극단적 엄격주의(페니 신부의 주장),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.705,3,CCC-2068,계명 준수로 구원,DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",계명 준수는 구원을 위해 필수적이다,모든 종교에서 동등하게 구원받을 수 있다는 명제 (문서가 비오 9세의 단죄를 재인용하며 이를 부정),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.626,4,CCC-2068,계명 준수로 구원,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,계명 준수는 구원을 위해 필수적이다,인간의 행위로 은총이나 영원한 생명이 증가될 수 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.801,3,CCC-2068,계명 준수로 구원,CCC-1030,연옥,의화된 후에도 하느님의 계명을 지켜야 한다,구원받은 영혼은 죽은 직후 즉시 천국에 간다 (모든 경우),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.644,4,CCC-2181,주일 미사 의무,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",미사는 온 교회 생활의 기초이다,몽소승천 교의를 사적 의견(opinio)이나 경건한 신심 정도로만 여겨도 무방하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.626,3,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),"타 종교를 따르는 이들도 은총을 받을 수 있으나, 객관적으로 교회에 비해 ""심각하게 결핍된"" 상황에 있다",가톨릭 교회에 속하지 않은 사람은 무조건 지옥에 간다(엄격주의).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.654,3,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무","타 종교를 따르는 이들도 은총을 받을 수 있으나, 객관적으로 교회에 비해 ""심각하게 결핍된"" 상황에 있다",교황의 정의가 교회 전체의 사후 동의를 받아야만 유효해진다는 명제(갈리아주의적 견해),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.624,2,COUNCIL-LATERAN_IV-C68,Canon 68: 유대인·사라센인 식별 의복 강제,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),"이 규정의 근거로 ""모세 자신이 명했다""는 성서적 정당화가 제시된다.",보속이 그리스도의 속죄를 믿는 믿음과 동일하며 별도의 실천(고행 등)이 불필요하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.697,3,DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,구원에 필요한 도움의 효과는 실제 수령이 아니라 열망과 갈망만으로도 얻어질 수 있다 (트리엔트의 세례·고해 열망 논리를 교회 자체에 확장),오직 믿음만으로(sola fide) 의화된다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.634,3,DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",CCC-2010,공로 (Meritum),"비오 12세의 회칙 Mystici Corporis(1943)를 근거로, ""암묵적이고 무의식적인 갈망으로 신비체와 결합된"" 이들을 영원한 구원에서 배제하지 않되 ""구원을 확신할 수 없는"" 상태로 규정한다",영원한 생명은 오직 믿음만으로 주어진다 (Sola Fide),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.635,3,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',이성적 판단에 따라 자신이 참되다고 여기는 종교를 자유로이 신봉할 권리가 있다는 명제는 오류로 단죄된다,암묵적인 열망이나 선한 양심만으로는 결코 세례를 대체할 수 없으며 무조건 가시적 교회 안에 있어야만 구원받는다 (역설적으로 피렌체 공의회의 엄격주의와 비교됨).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.738,3,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),참된 교회(가톨릭) 밖에 있는 모든 이들의 구원에 대해서도 선한 희망을 가져야 한다는 명제조차 단죄 대상에 포함된다,교회가 여러 구원의 길 가운데 하나에 불과하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.761,2,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),DIGNITATIS-HUMANAE,종교 자유에 관한 선언,개신교가 가톨릭과 마찬가지로 하느님을 기쁘게 할 수 있는 참된 그리스도교의 또 다른 형태라는 명제는 오류로 단죄된다,국가에 의한 종교적 강제가 정당하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.678,2,PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증",UNAM-SANCTAM,교황 복종이 구원에 절대 필요,"교회 초기부터(락탄티우스, 니콜라오 1세, 아우구스티누스) 사형에 반대한 흐름이 존재했다",교황의 수위권이 영적 영역에만 제한된다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.639,4,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),원죄 없이 잉태되신 평생 동정 마리아는 지상 생애를 마친 뒤 영혼과 육신이 함께 천상의 영광으로 승천(몽소승천)하였다,무오류성이 오직 교황과 주교단(교계)에게만 있고 평신도를 포함한 신자 전체에게는 전혀 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.652,5,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),"이 진술은 ""신적으로 계시된 교의""로서 그리스도와 베드로·바오로의 권위, 그리고 교황 자신의 권위로 **정의(define)**된다",보속이 그리스도의 속죄를 믿는 믿음과 동일하며 별도의 실천(고행 등)이 불필요하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.623,4,TRENT-S05,원죄 교령,CCC-0491,마리아 무염시태,아담의 원죄는 혈통(번식)을 통해 모든 인류에게 예외 없이 전수된다(마리아 제외).,마리아의 구원은 다른 인간과 동일한 방식으로 이루어졌다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.658,4,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,CCC-1376,화체설 (Transsubstantiatio),인간은 그리스도를 통한 하느님의 은총 없이는 결코 의화될 수 없다,성체는 그리스도의 몸을 상징하는 것일 뿐이다 (상징설),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.671,5,TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,TRENT-S06-C12,의화시키는 믿음이 단지 자비에 대한 확신일 뿐이라면 파문,"인간은 성령의 선행적 영감과 도움 없이는 마땅히 믿고, 바라고, 사랑하고, 뉘우칠 수 없다",그 확신 하나만으로 의화가 이루어진다는 명제 (종교개혁적 신앙 개념 비판),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.695,3,TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",의화 은총을 얻기 위한 신앙의 시작 자체가 성령의 선행 은총에 의존한다,"(반대 극단) 완전한 애덕이나 초자연적 신앙 없이 ""교회에 들어가고 싶다""는 막연한 마음만으로 구원이 보장된다는 명제 — 이 문서는 이 방향도 명시적으로 차단한다",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.7,5,TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),믿음의 행위 자체가 이미 은총의 결과이다 (은총의 절대적 우선성),교황의 정의가 교회의 동의(consensus)를 통해서만 개혁 불가능하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.614,3,TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,CCC-1261,세례 없이 죽은 유아의 구원 희망,자유의지는 실재하는 것이며 이름뿐인 허구가 아니다,세례 없이 죽은 유아는 확실히 구원에서 배제된다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.668,2,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),믿음만으로는 의화에 충분하지 않다 — 행위와 성사적 참여가 함께 요구된다,"오류에는 권리가 없으므로(""Error has no rights"") 국가가 이단·비가톨릭 신앙을 강제로 억압할 권한이 있다는 명제",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.647,5,TRENT-S06-C12,의화시키는 믿음이 단지 자비에 대한 확신일 뿐이라면 파문,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",의화시키는 믿음(fides iustificans)은 단지 죄를 사하시는 하느님 자비에 대한 확신(confidence)이 아니다,"몽소승천 교의가 성경에 명시적 근거가 없으므로 신자에게 구속력이 없다는 명제 — 이 문서는 이를 ""신적으로 계시된 교의""로 규정하여 정면 부정한다",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.724,4,TRENT-S06-C29,세례 후 넘어진 자가 고해성사 없이 믿음만으로 회복된다면 파문,CCC-2068,계명 준수로 구원,세례 후 죄지어 넘어진 자도 하느님의 은총으로 다시 일어날 수 있다,한 번 구원받은 신자는 죄를 지어도 구원을 잃지 않는다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.684,5,TRENT-S06-C29,세례 후 넘어진 자가 고해성사 없이 믿음만으로 회복된다면 파문,TRENT-S13-C02,화체설을 부정하고 빵의 실체가 남아있다면 파문 (공재설 단죄),세례 후 죄지어 넘어진 자도 하느님의 은총으로 다시 일어날 수 있다,"축성 후에도 빵과 포도주의 실체가 그리스도의 몸과 피와 함께 공존한다는 명제 (공재설, Consubstantiation)",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.646,3,TRENT-S06-CH04,세례의 열망(Votum Baptismi),CCC-0847,교회 밖 구원 가능성,이 원리는 복음이 공포된 이후의 시대에 적용된다,교회 밖에는 어떤 구원도 절대적으로 불가능하다 (Extra Ecclesiam nulla salus의 절대적 해석),수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.608,0.629,3,TRENT-S06-CH04,세례의 열망(Votum Baptismi),CCC-2010,공로 (Meritum),요한 3:5은 이 교리의 성경적 근거이다,인간은 어떤 공로도 하느님 앞에 세울 수 없다 (Sola Gratia의 절대적 해석),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.658,4,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),가시적 교회 소속만으로 자동 구원이 보장된다는 명제 (2단락이 명시적으로 부정),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.642,4,TRENT-S13,성체성사와 화체설,CCC-1257,세례의 필수성,축성된 성체와 성혈 안에는 그리스도 전체가 참되고 실재하며 실체적으로 현존한다.,성사는 구원에 불필요한 외적 의식일 뿐이다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.741,5,TRENT-S13,성체성사와 화체설,CCC-1322_1419,성체성사와 화체설,빵과 포도주의 본질(실체)이 완전히 그리스도의 몸과 피로 변하는 '화체설'은 참된 가톨릭 신앙이다.,성체 안의 그리스도의 현존은 단순히 상징적이거나 영적인 것에 불과하다.,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.608,0.793,5,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),그리스도의 영혼과 신성도 함께 현존한다 — 즉 온전한 그리스도(totus Christus)가 현존한다,은총이 단지 죄를 덮는 하느님의 호의일 뿐 내적 변화가 아니라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.807,5,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,대죄 상태에 있는 자는 (고해 신부를 구할 수 있는 한) 반드시 사전에 고해성사를 받아야 성체를 합당하게 영할 수 있다,모든 대죄를 낱낱이 고백할 신법적 의무가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.625,4,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),참회자의 보속(고해성사에서 부과되는 보속)은 그리스도의 대속을 믿는 믿음과 동일한 것이 아니라 실질적인 실천(단식·자선·기도 등)을 의미한다,신자들의 신앙 감각(sensus fidei)이 교도권의 지도와 무관하게 독자적으로 작동할 수 있다는 명제 (반대 방향의 오독),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.64,5,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S22-C03,미사가 속죄 제사가 아니라 단순한 찬미/기념일 뿐이라면 파문,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,"**신학적 긴장**: 그리스도의 십자가 희생이 유일회적(단번에, ephapax — 히브리서 9:26-28)이라는 성경 강조와, 미사가 ""속죄 제사""로 반복 봉헌된다는 트렌트 교리 사이의 긴장. 트렌트는 이를 ""동일한 제물의 무혈적 재현""(같은 희생, 봉헌 방식만 다름)으로 구분함",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.632,4,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-0847,교회 밖 구원 가능성,사제만이 죄를 사할 권한을 갖는다 (요한 20:23에 근거),교회 밖에는 어떤 구원도 절대적으로 불가능하다 (Extra Ecclesiam nulla salus의 절대적 해석),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.669,4,TRENT-S22-C01,미사는 참된 속죄 제사,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),미사에서 하느님께 참되고 고유한 희생 제사가 봉헌된다,무오류성이 오직 교황과 주교단(교계)에게만 있고 평신도를 포함한 신자 전체에게는 전혀 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.641,4,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),TRENT-S06-CH04,세례의 열망(Votum Baptismi),하느님은 정결을 서원한 이들이 바르게 구하면 그 은사를 거절하지 않으신다는 신학적 전제가 캐논 안에 명시되어 있다,세례도 세례에 대한 열망도 없이 의화가 가능하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.782,4,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,CCC-1030,연옥,"연옥에 있는 영혼은 산 신자들의 도고(기도, 자선, 다른 선행)로 도움을 받을 수 있다",죽음 이후에는 오직 천국과 지옥만 존재한다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.749,2,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),DIGNITATIS-HUMANAE,종교 자유에 관한 선언,교황이 사도좌에서(ex cathedra) 신앙이나 도덕에 관한 교리를 확정할 때 무류하다,이단자들에게는 종교 자유의 권리가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.716,3,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),CANON-C0751,이단·배교·열교의 법적 정의,교황의 교의적 정의(definitiones)는 교회의 동의(consensus Ecclesiae)에 의해서가 아니라 그 자체로(ex sese) 개혁 불가능하다,세례 받지 않은 타종교인의 불신도 교회법상 이단에 해당한다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.749,2,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),"참된 종교는 가톨릭 교회 안에 존재하지만, 타인에게 강요할 수 없다","교황의 정의가 공의회의 동의를 필요로 한다는 명제 (공의회 우위론, Conciliarism)",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.655,2,GS-16,"Gaudium et Spes 16항: 양심 — ""인간의 가장 은밀한 핵심이자 지성소""",TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,습관적 죄로 인해 점차 진리와 선에 무감각해진 양심은 이 면책을 누리지 못한다,소죄 고백이 허용되지 않는다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.67,2,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,참된 부부 사랑의 법과 생명 전달에 관한 하느님의 법 사이에는 참된 모순이 있을 수 없다,이단이나 동거 불가를 이유로 혼인이 해소될 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
