Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,LLM_Decision,LLM_Reason,LLM_Decision,LLM_Reason
0.642,,TRENT-S06,칭의(의화) 교령,CCC-402_412,원죄와 그 결과,칭의는 단지 하느님이 죄를 덮어주시는 것이 아니라 인간 본성이 내적으로 쇄신되는 것이다.,인간은 원죄의 영향 없이 선한 본성으로 태어난다.,NO,"A는 칭의의 본질(내적 쇄신)을, B는 인간의 선한 본성을 다룬다. 다른 주제.",NO,"A는 칭의의 본질(내적 쇄신)을, B는 인간의 선한 본성을 다룬다. 다른 주제."
0.642,,TRENT-S07,성사 일반과 세례,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,"세례, 견진, 신품 성사는 영혼에 지울 수 없는 인호를 남긴다.",모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),NO,"A는 성사의 영구적 인호(character)를, B는 죄 사함 권한의 보편화를 다룬다. 무관한 주제.",NO,"A는 성사의 영구적 인호(character)를, B는 죄 사함 권한의 보편화를 다룬다. 무관한 주제."
0.642,,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,TRENT-S06,칭의(의화) 교령,의화(칭의)에는 믿음 외에 인간 의지의 준비와 성향(dispositio)이 필요하다,"인간은 오직 믿음만으로 의롭게 된다(Sola Fide)고 말하거나, 선행은 구원과 무관하다.",YES,"A는 '칭의에 믿음 외에 인간 의지의 준비 필요'를 주장하고, B가 단죄하는 'Sola Fide(오직 믿음만)'와 정면 충돌. 이는 트렌트 공의회의 개신교 반박의 핵심.",YES,"A는 '칭의에 믿음 외에 인간 의지의 준비 필요'를 주장하고, B가 단죄하는 'Sola Fide(오직 믿음만)'와 정면 충돌. 이는 트렌트 공의회의 개신교 반박의 핵심."
0.642,,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CDF-DOMINUS,Dominus Iesus (구원의 유일성과 가톨릭 교회),자기 잘못 없이 그리스도의 복음과 교회를 모르면서도 성실한 마음으로 하느님을 찾고 양심의 지시에 따라 올바로 살려고 하는 이들은 영원한 구원에 이를 수 있다,가톨릭 교회가 아닌 다른 종교들도 그 자체로 신성하고 동등한 구원의 길이 될 수 있다(다원주의).,NO,"A는 개인의 성실성으로 구원 가능을 주장하고, B가 단죄하는 것은 다른 종교의 동등성입니다. 둘 다 다원주의를 거부하는 같은 입장입니다.",NO,"A는 개인의 성실성으로 구원 가능을 주장하고, B가 단죄하는 것은 다른 종교의 동등성입니다. 둘 다 다원주의를 거부하는 같은 입장입니다."
0.642,,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-161_165,믿음과 구원,신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,NO,"A는 신적 섭리가 도움을 거부하지 않는다 하고, B는 믿음 없이도 구원을 얻을 수 있다는 것을 거부합니다. 방향 주의에 따라 둘 다 같은 명제를 배격하는 동일 입장입니다.",NO,"A는 신적 섭리가 도움을 거부하지 않는다 하고, B는 믿음 없이도 구원을 얻을 수 있다는 것을 거부합니다. 방향 주의에 따라 둘 다 같은 명제를 배격하는 동일 입장입니다."
0.642,,CCC-1261,세례 없이 죽은 유아의 구원 희망,CCC-1498,면죄부의 죽은 자 적용,세례 없이 죽은 아이들에게 구원의 길이 있으리라 희망할 수 있다,죽은 자의 상태는 산 이의 행위로 변경될 수 없다,NO,"A는 아이들에게 구원의 길이 있을 수 있다는 희망을 제시하고, B가 단죄하는 것은 죽은 자를 위한 산 자의 행위가 상태를 변경할 수 없다는 명제로, 다른 주제다.",NO,"A는 아이들에게 구원의 길이 있을 수 있다는 희망을 제시하고, B가 단죄하는 것은 죽은 자를 위한 산 자의 행위가 상태를 변경할 수 없다는 명제로, 다른 주제다."
0.642,4,CCC-0402,원죄의 보편적 전달,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),원죄는 아담으로부터 모든 인류에게 전달된다,보속이 그리스도의 속죄를 믿는 믿음과 동일하며 별도의 실천(고행 등)이 불필요하다는 명제,NO,"CCC-0402는 원죄의 전달을 논하고, TRENT-S14-C12는 보속과 믿음의 동일시를 단죄하는 것으로 서로 다른 주제이다.",NO,"CCC-0402는 원죄의 전달을 논하고, TRENT-S14-C12는 보속과 믿음의 동일시를 단죄하는 것으로 서로 다른 주제이다."
0.642,4,CCC-0402,원죄의 보편적 전달,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",원죄의 전달은 모방이 아닌 전파(propagatio)에 의한다,몽소승천 교의를 사적 의견(opinio)이나 경건한 신심 정도로만 여겨도 무방하다는 명제,NO,"CCC-0402는 원죄 전달 방식(propagatio)을 논하고, PAPAL-MUNIF-44는 몽소승천 교의의 신앙적 지위를 다루는 것으로 무관하다.",NO,"CCC-0402는 원죄 전달 방식(propagatio)을 논하고, PAPAL-MUNIF-44는 몽소승천 교의의 신앙적 지위를 다루는 것으로 무관하다."
0.642,2,CCC-0402,원죄의 보편적 전달,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",원죄로 인해 인간 본성은 타락한 상태에 놓여 있다,교회가 비난하는 산아 조절 방법이라도 부부가 자율적으로 선택할 도덕적 권리가 있다는 명제,NO,"CCC-0402는 원죄로 인한 타락한 본성을 논하고, GS-51은 산아 조절 방법 선택의 도덕적 권리를 단죄하는 것으로 서로 다른 주제이다.",NO,"CCC-0402는 원죄로 인한 타락한 본성을 논하고, GS-51은 산아 조절 방법 선택의 도덕적 권리를 단죄하는 것으로 서로 다른 주제이다."
0.642,3,CCC-0491,마리아 무염시태,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),이 보존은 하느님의 특별한 은총과 특전에 의한 것이다,타 종교 의식이 그리스도교 성사와 동등한 사효적 효력을 지닌다는 명제,NO,"A는 마리아의 원죄 없는 잉태 보존을 하느님의 은총으로 설명하는 명제이고, B는 타 종교 의식의 사효적 동등성을 단죄하는 명제로 서로 다른 주제이며 동일한 명제가 아니다.",NO,"A는 마리아의 원죄 없는 잉태 보존을 하느님의 은총으로 설명하는 명제이고, B는 타 종교 의식의 사효적 동등성을 단죄하는 명제로 서로 다른 주제이며 동일한 명제가 아니다."
0.642,3,CCC-1257,세례의 필수성,DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",교회는 세례 외에 구원의 다른 수단을 알지 못한다,모든 종교에서 동등하게 구원받을 수 있다는 명제 (문서가 비오 9세의 단죄를 재인용하며 이를 부정),NO,"A는 교회가 아는 구원의 통상 수단이 세례뿐이라는 진술이고, B는 종교무차별주의(모든 종교 동등 구원)를 단죄하는 것으로, A는 오히려 B와 같은 편에서 무차별주의를 배격하는 입장이다.",NO,"A는 교회가 아는 구원의 통상 수단이 세례뿐이라는 진술이고, B는 종교무차별주의(모든 종교 동등 구원)를 단죄하는 것으로, A는 오히려 B와 같은 편에서 무차별주의를 배격하는 입장이다."
0.642,3,CCC-1261,세례 없이 죽은 유아의 구원 희망,TRENT-S06-C12,의화시키는 믿음이 단지 자비에 대한 확신일 뿐이라면 파문,세례 없이 죽은 아이들에게 구원의 길이 있으리라 희망할 수 있다,의화시키는 믿음이 곧 하느님 자비에 대한 확신일 뿐이라는 명제,NO,"A는 세례 전 사망한 유아 구원에 대한 희망을 다루고, B는 의화적 믿음을 하느님 자비에 대한 확신으로 축소하는 명제를 단죄하는 것으로 서로 다른 주제이다.",NO,"A는 세례 전 사망한 유아 구원에 대한 희망을 다루고, B는 의화적 믿음을 하느님 자비에 대한 확신으로 축소하는 명제를 단죄하는 것으로 서로 다른 주제이다."
0.642,3,CCC-1261,세례 없이 죽은 유아의 구원 희망,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,이 희망의 근거는 하느님의 자비와 어린이에 대한 예수의 애정이다,"모든 신자가 자신의 죄 사함을 절대적으로 흔들림 없이 확신해야 한다는 명제 (구원의 확신, assurance of salvation)",NO,"A는 유아 구원 희망의 근거(하느님의 자비와 그리스도의 사랑)를 말하고, B는 신자 개인의 구원 확신(assurance)을 단죄하는 것으로 동일 명제가 아니다.",NO,"A는 유아 구원 희망의 근거(하느님의 자비와 그리스도의 사랑)를 말하고, B는 신자 개인의 구원 확신(assurance)을 단죄하는 것으로 동일 명제가 아니다."
0.642,4,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,고해성사 이전에도 대죄의 용서가 가능하다,사후 정화 없이 모든 신자가 죽음과 동시에 즉각 천국 또는 지옥으로만 간다는 명제 (중간 상태 부정),NO,"A는 통고죄의 완전한 통회를 통한 고해 이전 용서 가능성을 다루고, B는 연옥(사후 중간 상태) 부정을 단죄하는 것으로 전혀 다른 주제이다.",NO,"A는 통고죄의 완전한 통회를 통한 고해 이전 용서 가능성을 다루고, B는 연옥(사후 중간 상태) 부정을 단죄하는 것으로 전혀 다른 주제이다."
0.642,3,CCC-1471,면죄부 (Indulgentia),LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",면죄부는 이미 용서받은 죄에 대한 시간적 벌의 감면이다,교회가 구원과 무관하다는 명제,NO,"A는 대사(indulgence)가 이미 용서된 죄의 잠벌 감면이라는 정의이고, B는 교회가 구원과 무관하다는 명제를 단죄하는 것으로 서로 관련이 없다.",NO,"A는 대사(indulgence)가 이미 용서된 죄의 잠벌 감면이라는 정의이고, B는 교회가 구원과 무관하다는 명제를 단죄하는 것으로 서로 관련이 없다."
0.642,4,CCC-2010,공로 (Meritum),TRENT-S07-C04,성사가 구원에 불필요하며 믿음만으로 은총을 얻는다면 파문,모든 공로의 근원은 성령의 자극과 하느님의 은총이다,성사도 성사에 대한 열망도 없이 오직 믿음만으로 의화 은총을 얻을 수 있다는 명제 (Sola Fide의 성사론적 적용),NO,"A는 모든 공로가 성령의 은총에서 비롯된다는 은총 우선성 진술이며, B는 성사 없는 오직 믿음(솔라 피데)만으로 의화 은총을 얻는다는 명제를 단죄하는 것으로, A는 성사 무용론을 주장하지 않으므로 동일 명제가 아니다.",NO,"A는 모든 공로가 성령의 은총에서 비롯된다는 은총 우선성 진술이며, B는 성사 없는 오직 믿음(솔라 피데)만으로 의화 은총을 얻는다는 명제를 단죄하는 것으로, A는 성사 무용론을 주장하지 않으므로 동일 명제가 아니다."
0.642,4,CCC-2068,계명 준수로 구원,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,계명 준수는 구원을 위해 필수적이다,"모든 신자가 자신의 죄 사함을 절대적으로 흔들림 없이 확신해야 한다는 명제 (구원의 확신, assurance of salvation)",NO,"A는 계명 준수가 구원에 필수적이라는 진술이고, B는 신자의 구원에 대한 절대적 확신(assurance)을 단죄하는 것으로 서로 다른 주제를 다룬다.",NO,"A는 계명 준수가 구원에 필수적이라는 진술이고, B는 신자의 구원에 대한 절대적 확신(assurance)을 단죄하는 것으로 서로 다른 주제를 다룬다."
0.642,4,CCC-2068,계명 준수로 구원,TRENT-S06-C24,선행이 의화의 증가 원인이 아니라면 파문,행해야 할 것과 피해야 할 것 모두 구원에 관련된다,선행이 의화의 증가 원인이 아니라 단지 결과적 열매/표징일 뿐이라는 명제,NO,"A는 행위(해야 할 것/피해야 할 것)가 구원과 관련된다는 진술로 트리엔트의 실제 가르침(선행이 의화 증가의 원인)과 부합하며, B는 그 반대(선행이 결과일 뿐이라는 명제)를 단죄하므로 A와 B는 같은 입장에서 그 명제를 배격한다.",NO,"A는 행위(해야 할 것/피해야 할 것)가 구원과 관련된다는 진술로 트리엔트의 실제 가르침(선행이 의화 증가의 원인)과 부합하며, B는 그 반대(선행이 결과일 뿐이라는 명제)를 단죄하므로 A와 B는 같은 입장에서 그 명제를 배격한다."
0.642,4,CCC-2357,동성애 (Homosexualitas),TRENT-S06-C17,은총이 예정된 자에게만 주어지고 나머지는 악으로 예정되었다면 파문,성경은 동성애 행위를 중대한 타락으로 제시한다,하느님이 일부 인간을 적극적으로 악과 저주로 예정하셨다는 명제 (이중예정론의 한 형태),NO,"A는 성경이 동성애 행위를 중대한 죄로 제시한다는 진술이고, B는 이중예정론(하느님이 일부를 악으로 예정)을 단죄하는 것으로 완전히 다른 주제이다.",NO,"A는 성경이 동성애 행위를 중대한 죄로 제시한다는 진술이고, B는 이중예정론(하느님이 일부를 악으로 예정)을 단죄하는 것으로 완전히 다른 주제이다."
0.642,4,CCC-2357,동성애 (Homosexualitas),TRENT-S06-C30,의화 후 잠벌이 전혀 남지 않는다면 파문 (연옥 신학의 토대),성경은 동성애 행위를 중대한 타락으로 제시한다,그리스도의 속죄가 죄책과 형벌 모두를 남김없이 완전히 제거하므로 별도의 잠벌 청산이 불필요하다는 명제,NO,"A는 동성애 행위에 대한 성경적 평가를, B는 속죄가 잠벌 청산까지 불필요하게 만든다는 명제를 다루므로 주제 자체가 무관하다.",NO,"A는 동성애 행위에 대한 성경적 평가를, B는 속죄가 잠벌 청산까지 불필요하게 만든다는 명제를 다루므로 주제 자체가 무관하다."
0.642,5,CCC-456_478,강생과 그리스도의 구원 사역,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,그리스도의 강생(육화)은 인류의 구원과 죄 사함을 위해 필수적인 사건이다.,구원의 확신이 신앙의 필수 요소라는 명제,NO,"A는 강생의 구원론적 필연성을, B는 '구원의 확신'이 신앙의 필수 요소인지 여부를 다루므로 서로 다른 명제다.",NO,"A는 강생의 구원론적 필연성을, B는 '구원의 확신'이 신앙의 필수 요소인지 여부를 다루므로 서로 다른 명제다."
0.642,3,CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),CANON-C0751,이단·배교·열교의 법적 정의,가톨릭 교회가 그리스도에 의해 세워진 구원의 필수적 방도임을 아는 사람이 교회를 거부하거나 떠나면 구원받을 수 없다.,교리적 차이 없이 단지 교황 불복종만으로는 열교가 성립하지 않는다.,NO,"A는 교회를 알고도 거부·이탈한 자의 구원 불가를 말하고, B는 교리 차이 없는 단순 불복종이 열교를 구성하는지의 교회법적 정의를 다루어 동일 명제가 아니다.",NO,"A는 교회를 알고도 거부·이탈한 자의 구원 불가를 말하고, B는 교리 차이 없는 단순 불복종이 열교를 구성하는지의 교회법적 정의를 다루어 동일 명제가 아니다."
0.642,3,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),"타 종교를 따르는 이들도 은총을 받을 수 있으나, 객관적으로 교회에 비해 ""심각하게 결핍된"" 상황에 있다",무오류성이 오직 교황과 주교단(교계)에게만 있고 평신도를 포함한 신자 전체에게는 전혀 없다는 명제,NO,"A는 타 종교의 은총 가능성과 결핍 상태를, B는 무오류성이 성직자에게만 있는지 신자 전체에게도 있는지를 다루므로 무관한 주제다.",NO,"A는 타 종교의 은총 가능성과 결핍 상태를, B는 무오류성이 성직자에게만 있는지 신자 전체에게도 있는지를 다루므로 무관한 주제다."
0.642,2,COUNCIL-CONSTANCE-UTRAQUISM,평신도 양형영성체 금지,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,"이 관습을 ""신성모독적·비합법적""이라 칭하는 것 자체가 오류로 규정되며, 고집스럽게 주장하는 자는 이단자로 처벌된다.",개별 죄의 고백이 단지 교육적·위로적 기능일 뿐 신법적 요구가 아니라는 명제,NO,"A는 양형영성체(양형배령) 관습에 대한 단죄를, B는 개별 고백성사가 신법적 요구인지 여부를 다루어 서로 다른 성사적 쟁점이다.",NO,"A는 양형영성체(양형배령) 관습에 대한 단죄를, B는 개별 고백성사가 신법적 요구인지 여부를 다루어 서로 다른 성사적 쟁점이다."
0.642,3,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),CCC-1213_1284,세례 성사의 은총,이성적 판단에 따라 자신이 참되다고 여기는 종교를 자유로이 신봉할 권리가 있다는 명제는 오류로 단죄된다,세례는 죄 사함의 실제 능력이 없는 단순한 신앙 고백의 상징이다.,NO,"A는 종교 자유권 명제에 대한 단죄를, B는 세례의 죄 사함 효력 여부를 다루므로 명제가 일치하지 않는다.",NO,"A는 종교 자유권 명제에 대한 단죄를, B는 세례의 죄 사함 효력 여부를 다루므로 명제가 일치하지 않는다."
0.642,3,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),CCC-1498,면죄부의 죽은 자 적용,어떤 종교를 신봉하든 그 안에서 구원을 얻을 수 있다는 명제는 오류로 단죄된다,면죄부는 오직 살아 있는 자에게만 적용된다,NO,"A는 어떤 종교에서든 구원 가능하다는 무차별주의 명제 단죄를, B는 면죄부가 산 자에게만 적용되는지 여부를 다루어 무관하다.",NO,"A는 어떤 종교에서든 구원 가능하다는 무차별주의 명제 단죄를, B는 면죄부가 산 자에게만 적용되는지 여부를 다루어 무관하다."
0.642,4,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),TRENT-S06-C30,의화 후 잠벌이 전혀 남지 않는다면 파문 (연옥 신학의 토대),개신교가 가톨릭과 마찬가지로 하느님을 기쁘게 할 수 있는 참된 그리스도교의 또 다른 형태라는 명제는 오류로 단죄된다,그리스도의 속죄가 죄책과 형벌 모두를 남김없이 완전히 제거하므로 별도의 잠벌 청산이 불필요하다는 명제,NO,"A는 개신교와 가톨릭의 동등성 명제 단죄를, B는 속죄가 잠벌 청산까지 대체하는지 여부를 다루므로 서로 다른 주제다.",NO,"A는 개신교와 가톨릭의 동등성 명제 단죄를, B는 속죄가 잠벌 청산까지 대체하는지 여부를 다루므로 서로 다른 주제다."
0.642,2,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S06-C22,특별한 도움 없이도 스스로 견인할 수 있다면 파문,"이 축복은 혼인 성사와 혼동되어서는 안 되며, 비정규적 결합을 승인하는 것이 아니다",하느님의 도움이 있어도 인간이 견인할 수 없다는 명제 (극단적 비관론),NO,"A는 강복이 혼인성사나 비정규 결합 승인이 아니라는 주장을, B는 은총이 있어도 견인이 불가능하다는 비관론 단죄를 다루어 무관하다.",NO,"A는 강복이 혼인성사나 비정규 결합 승인이 아니라는 주장을, B는 은총이 있어도 견인이 불가능하다는 비관론 단죄를 다루어 무관하다."
0.642,1,PAPAL-FRATELLI-120_123,"Fratelli Tutti 120~123항: 사유재산은 ""이차적"" 권리 — 재화의 보편적 목적 우선",CANON-C0205,완전한 친교의 조건,그리스도교 전통은 사유재산권을 절대적이거나 불가침한 것으로 인정한 적이 없다,세례와 신앙고백만 있으면 성사·교회통치 유대 없이도 완전한 친교로 인정된다.,NO,"A는 사유재산권의 절대성 부정을, B는 성사·교회통치 유대 없는 완전한 친교 인정 여부를 다루므로 서로 다른 명제다.",NO,"A는 사유재산권의 절대성 부정을, B는 성사·교회통치 유대 없는 완전한 친교 인정 여부를 다루므로 서로 다른 명제다."
0.642,2,PAPAL-FRATELLI-120_123,"Fratelli Tutti 120~123항: 사유재산은 ""이차적"" 권리 — 재화의 보편적 목적 우선",PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",그리스도교 전통은 사유재산권을 절대적이거나 불가침한 것으로 인정한 적이 없다,"몽소승천 교의가 성경에 명시적 근거가 없으므로 신자에게 구속력이 없다는 명제 — 이 문서는 이를 ""신적으로 계시된 교의""로 규정하여 정면 부정한다",NO,A는 사유재산권의 절대성 부정(사회교리)을 다루고 B는 몽소승천 교의의 구속력을 다룬다. 완전히 다른 주제로 명제 간 실질적 접점이 없다.,NO,A는 사유재산권의 절대성 부정(사회교리)을 다루고 B는 몽소승천 교의의 구속력을 다룬다. 완전히 다른 주제로 명제 간 실질적 접점이 없다.
0.642,5,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,인간은 그리스도를 통한 하느님의 은총 없이는 결코 의화될 수 없다,사후 정화 없이 모든 신자가 죽음과 동시에 즉각 천국 또는 지옥으로만 간다는 명제 (중간 상태 부정),NO,"A는 은총 없는 의화 불가능성(구원론)을, B는 사후 즉각 천국/지옥 이분법(연옥/중간상태) 부정을 다룬다. 서로 다른 교리 영역이라 충돌하지 않는다.",NO,"A는 은총 없는 의화 불가능성(구원론)을, B는 사후 즉각 천국/지옥 이분법(연옥/중간상태) 부정을 다룬다. 서로 다른 교리 영역이라 충돌하지 않는다."
0.642,2,TRENT-S06-C02,은총이 단지 쉽게 살도록 돕는 것뿐이라면 파문,GS-16,"Gaudium et Spes 16항: 양심 — ""인간의 가장 은밀한 핵심이자 지성소""","그리스도를 통한 하느님의 은총은 단순히 의로운 삶을 ""더 쉽게"" 만들어주는 보조 수단이 아니다",양심이 단지 사회적 관습이나 교회 규정의 산물일 뿐 하느님과의 직접적 대면 장소가 아니라는 명제,NO,"A는 은총이 단순 보조수단이 아니라는 은총론이고, B는 양심이 사회적 관습의 산물이 아니라는 양심론이다. 주제와 주장 대상이 전혀 다르다.",NO,"A는 은총이 단순 보조수단이 아니라는 은총론이고, B는 양심이 사회적 관습의 산물이 아니라는 양심론이다. 주제와 주장 대상이 전혀 다르다."
0.642,5,TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,믿음의 행위 자체가 이미 은총의 결과이다 (은총의 절대적 우선성),그리스도가 성체 안에 힘(virtus)으로만 현존한다는 명제 (칼빈주의),NO,"A는 믿음이 은총의 결과라는 은총의 우선성을 주장하고, B는 성체 안 그리스도 현존을 힘(virtus)으로만 축소하는 칼빈주의를 단죄한다. 주제가 다르다.",NO,"A는 믿음이 은총의 결과라는 은총의 우선성을 주장하고, B는 성체 안 그리스도 현존을 힘(virtus)으로만 축소하는 칼빈주의를 단죄한다. 주제가 다르다."
0.642,2,TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",믿음의 행위 자체가 이미 은총의 결과이다 (은총의 절대적 우선성),교회가 비난하는 산아 조절 방법이라도 부부가 자율적으로 선택할 도덕적 권리가 있다는 명제,NO,"A는 은총의 절대적 우선성(구원론)을 다루고, B는 산아제한에 대한 부부의 자율적 선택권(성윤리)을 단죄한다. 무관한 주제다.",NO,"A는 은총의 절대적 우선성(구원론)을 다루고, B는 산아제한에 대한 부부의 자율적 선택권(성윤리)을 단죄한다. 무관한 주제다."
0.642,5,TRENT-S06-C14,자신이 사함받았다고 믿기 때문에 참으로 의롭다면 파문,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,오직 이 믿음만으로 사죄와 의화가 이루어진다는 명제는 오류다,죽은 자를 위한 기도와 미사가 무익하다는 명제,NO,"A는 '오직 믿음만으로 사죄·의화'가 오류라는 명제이고, B는 '죽은 자를 위한 기도·미사가 무익하다'는 명제를 단죄한다. 둘 다 트리엔트의 오류 단죄 조항이지만 서로 다른 명제를 겨냥하므로 정면 충돌이 아니다.",NO,"A는 '오직 믿음만으로 사죄·의화'가 오류라는 명제이고, B는 '죽은 자를 위한 기도·미사가 무익하다'는 명제를 단죄한다. 둘 다 트리엔트의 오류 단죄 조항이지만 서로 다른 명제를 겨냥하므로 정면 충돌이 아니다."
0.642,5,TRENT-S07-C01,7성사가 그리스도께서 친히 제정하신 것이 아니라면 파문,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,"신약의 일곱 성사(세례, 견진, 성체, 고해, 병자성사, 신품, 혼인)는 모두 그리스도께서 직접 제정하셨다",모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),NO,"A는 일곱 성사의 그리스도 제정을 주장하고, B는 만인이 죄를 사할 권한을 갖는다는 만인사제직 확대해석을 단죄한다. 주제가 겹치지 않는다.",NO,"A는 일곱 성사의 그리스도 제정을 주장하고, B는 만인이 죄를 사할 권한을 갖는다는 만인사제직 확대해석을 단죄한다. 주제가 겹치지 않는다."
0.642,5,TRENT-S07-C08,성사가 사효적(ex opere operato)으로 은총을 주지 않는다면 파문,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",성사의 효력은 수령자나 집전자의 주관적 믿음의 강도에 의존하지 않는다,"몽소승천 교의가 성경에 명시적 근거가 없으므로 신자에게 구속력이 없다는 명제 — 이 문서는 이를 ""신적으로 계시된 교의""로 규정하여 정면 부정한다",NO,"A는 성사 효력이 주관적 믿음에 좌우되지 않는다는 것(ex opere operato)이고, B는 몽소승천 교의의 구속력을 다룬다. 무관한 주제다.",NO,"A는 성사 효력이 주관적 믿음에 좌우되지 않는다는 것(ex opere operato)이고, B는 몽소승천 교의의 구속력을 다룬다. 무관한 주제다."
0.642,4,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,CCC-1498,면죄부의 죽은 자 적용,성체를 경배하는 것은 우상숭배가 아니다,죽은 자의 상태는 산 이의 행위로 변경될 수 없다,NO,"A는 성체 경배가 우상숭배가 아니라는 주장이고, B는 죽은 자의 상태가 산 이의 행위로 변경될 수 없다는 명제(연옥/기도 효력 부정)를 단죄한다. 서로 다른 주제다.",NO,"A는 성체 경배가 우상숭배가 아니라는 주장이고, B는 죽은 자의 상태가 산 이의 행위로 변경될 수 없다는 명제(연옥/기도 효력 부정)를 단죄한다. 서로 다른 주제다."
0.642,4,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,CCC-1376,화체설 (Transsubstantiatio),완전한 통회를 스스로 느낀다 해도 사전 고해성사를 대체할 수 없다,그리스도의 현존은 영적/비유적 의미일 뿐이다,NO,"A는 완전한 통회로 사전 고해성사를 대체할 수 없다는 성사론이고, B는 그리스도 현존이 영적/비유적일 뿐이라는 실체변화 부정을 단죄한다. 주제가 다르다.",NO,"A는 완전한 통회로 사전 고해성사를 대체할 수 없다는 성사론이고, B는 그리스도 현존이 영적/비유적일 뿐이라는 실체변화 부정을 단죄한다. 주제가 다르다."
0.642,4,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",완전한 통회를 스스로 느낀다 해도 사전 고해성사를 대체할 수 없다,칭의는 오직 믿음만으로 이루어지며 내적 쇄신이 아닌 단순히 하느님이 죄를 덮어주시는 것이다(이신칭의 부정).,NO,"A는 고해성사의 필요성(완전한 통회도 사전 고해를 대체 못함)을 주장하고, B는 이신칭의(믿음만으로 의화, 내적 쇄신 없는 죄의 단순 덮음)를 단죄한다. 두 명제는 서로 다른 주제를 다루며 사실상 동일하지 않다.",NO,"A는 고해성사의 필요성(완전한 통회도 사전 고해를 대체 못함)을 주장하고, B는 이신칭의(믿음만으로 의화, 내적 쇄신 없는 죄의 단순 덮음)를 단죄한다. 두 명제는 서로 다른 주제를 다루며 사실상 동일하지 않다."
