Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text
0.638,2,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",소죄를 고백하는 것도 허용되며 유익하다,타 종교 안의 참된 요소를 인정하는 것이 그리스도 선포의 필요성을 없앤다는 명제 (공의회가 명시적으로 부정)
0.638,5,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),TRENT-S22-C03,미사가 속죄 제사가 아니라 단순한 찬미/기념일 뿐이라면 파문,하느님은 죄책을 사하실 때 형벌(잠벌) 전체를 항상 함께 사하시는 것은 아니다,"**신학적 긴장**: 그리스도의 십자가 희생이 유일회적(단번에, ephapax — 히브리서 9:26-28)이라는 성경 강조와, 미사가 ""속죄 제사""로 반복 봉헌된다는 트렌트 교리 사이의 긴장. 트렌트는 이를 ""동일한 제물의 무혈적 재현""(같은 희생, 봉헌 방식만 다름)으로 구분함"
0.638,5,TRENT-S22-C01,미사는 참된 속죄 제사,TRENT-S13,성체성사와 화체설,미사에서 하느님께 참되고 고유한 희생 제사가 봉헌된다,"성체 안에 그리스도의 몸과 함께 빵의 실체도 그대로 남아 있다(공재설, 루터 반박)."
0.638,5,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),UNAM-SANCTAM,교황 복종이 구원에 절대 필요,하느님은 정결을 서원한 이들이 바르게 구하면 그 은사를 거절하지 않으신다는 신학적 전제가 캐논 안에 명시되어 있다,가톨릭 교회 밖에서 구원이 가능하다는 명제
0.638,5,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),하느님은 정결을 서원한 이들이 바르게 구하면 그 은사를 거절하지 않으신다는 신학적 전제가 캐논 안에 명시되어 있다,교황이 전체 교회에 대한 최고 관할권을 갖지 않는다는 명제
0.638,4,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,CCC-0402,원죄의 보편적 전달,혼인은 그리스도에 의해 제정된 일곱 성사 중 하나이다,원죄는 아담 개인에게만 한정된다
0.638,5,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,TRENT-S07-C08,성사가 사효적(ex opere operato)으로 은총을 주지 않는다면 파문,혼인의 불가해소성에 관한 교회의 가르침은 오류가 아니다,하느님의 약속에 대한 믿음만 있으면 성사 없이도 은총을 얻는다는 명제
0.638,5,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,TRENT-S07-C08,성사가 사효적(ex opere operato)으로 은총을 주지 않는다면 파문,"연옥에 있는 영혼은 산 신자들의 도고(기도, 자선, 다른 선행)로 도움을 받을 수 있다",성사가 단지 믿음을 표현하는 외적 표지일 뿐 그 자체로 은총을 전달하지 않는다는 명제 (기념설적 성사관)
0.638,5,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,"이 교리의 근거는 성경과 교부 전통, 이전 공의회들의 가르침이다",그리스도가 성체 안에 힘(virtus)으로만 현존한다는 명제 (칼빈주의)
0.638,5,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,TRENT-S14,고해성사와 병자성사,"이 교리의 근거는 성경과 교부 전통, 이전 공의회들의 가르침이다",고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.
0.638,2,DH-02_03,Dignitatis Humanae 2~3항: 종교 자유의 근거 (Syllabus와 정면 대비),CCC-1861,대죄와 은총 상실,이 권리의 근거는 신념의 참·거짓 여부가 아니라 **인간 위격 자체의 존엄성**이다,성화 은총은 어떤 인간 행위로도 파괴될 수 없다
0.638,1,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,CCC-2267,"사형제도 (2018년 개정판: ""용납 불가"")",이 권리는 인간 존엄성 자체에 기초한다 (자연법),"**1997년판 §2267의 원래 조건부 허용 논리**: ""정당한 권위가 범죄자의 신원과 책임을 완전히 확정한 뒤, 사형은 공격자로부터 인간 생명을 효과적으로 보호할 수 있는 유일한 방법일 경우에만 정당화될 수 있다""는 정당방위 논리에 기초한 **조건부 허용** (2018년 개정으로 대체됨)"
0.638,2,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),"참된 종교는 가톨릭 교회 안에 존재하지만, 타인에게 강요할 수 없다",보속이 그리스도의 속죄를 믿는 믿음과 동일하며 별도의 실천(고행 등)이 불필요하다는 명제
0.638,2,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),교회의 자녀들은 교도권이 하느님의 법 해설을 통해 비난하는 산아 조절 방법을 사용해서는 안 된다,무오류성이 오직 교황과 주교단(교계)에게만 있고 평신도를 포함한 신자 전체에게는 전혀 없다는 명제
0.638,2,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",TRENT-S22-C03,미사가 속죄 제사가 아니라 단순한 찬미/기념일 뿐이라면 파문,"혼인은 출산만을 위한 것이 아니며, 자녀가 없더라도 그 가치와 불가해소성을 유지한다(50항)",미사가 단지 찬미와 감사의 제사일 뿐 속죄 제사가 아니라는 명제 (개신교적 성찬관)
0.638,3,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건","이 무오류성은 신앙과 도덕에 관한 ""보편적 일치""(universal agreement)가 있을 때 드러난다",모든 종교에서 동등하게 구원받을 수 있다는 명제 (문서가 비오 9세의 단죄를 재인용하며 이를 부정)
0.638,4,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),TRENT-S22-C03,미사가 속죄 제사가 아니라 단순한 찬미/기념일 뿐이라면 파문,신자 전체는 진리의 성령에 의해 이 식별력을 일깨우고 유지 받는다,미사가 죽은 이(연옥 영혼)를 위해 유익하게 봉헌될 수 없다는 명제
0.638,4,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,오직 믿음만으로(sola fide) 의화된다는 명제
0.638,4,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",COUNCIL-FLORENCE,Cantate Domino (가장 강력한 배타적 구원 교령),교황의 정의(definitions)는 교회의 동의 없이도 그 자체로 불가역적(irreformable)이다,"가톨릭 교회에 속하지 않은 타종교인이나 정교회/개신교 신자라도 선행이나 예수에 대한 믿음, 순교를 통해 구원받을 수 있다 (제2차 바티칸 공의회의 포용주의와 극심한 직관적 충돌)."
0.638,4,LG-62,Lumen Gentium 62항: 마리아의 칭호 — 중개자(Mediatrix)·보호자(Advocate) (그리스도의 유일한 중개직에 종속),COUNCIL-CONST_III,호노리우스 1세 교황 정죄,그러나 이 칭호들은 그리스도의 유일한 중개직의 존엄과 효력에서 아무것도 빼앗거나 더하지 않는 **종속적** 방식으로 이해되어야 한다,예수 그리스도 안에는 오직 한 가지 의지(단의론)만이 존재한다.
0.638,2,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,여러 민족들은 고대로부터 신적 존재에 대한 일정한 지각과 심오한 종교적 감각을 지녀 왔다,구원의 확신이 신앙의 필수 요소라는 명제
0.637,3,CANON-C1397,낙태 자동 파문 (2021년 개정 조문 번호),TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),"낙태를 ""실제로 시행한(actually procures)"" 자는 별도의 재판 선고 없이 그 행위 자체로 자동 파문된다(latae sententiae).",이 규정 자체가 혼인 제도를 부당하게 평가절하한다는 명제 (캐논이 스스로 반박)
0.637,2,CANON-MARRIAGE,혼인법,CANON-PENAL,형법과 자동 파문(Latae Sententiae),교회는 합당한 절차를 통해 애초에 혼인이 유효하게 성립되지 않았음을 선언할(혼인 무효 판결) 권한을 가진다.,"낙태는 중대한 도덕적 범죄일 수는 있으나, 교회의 최고 형벌인 파문에 해당하는 법적 범죄는 아니다."
0.637,2,CANON-SACR,성사 일반과 성체 영성체의 제한,CANON-C0750,진리 등급별 동의 의무 체계,공개적이고 명백한 대죄 상태를 고집스럽게 유지하는 자는 어떠한 경우에도 성체를 영접하도록 허용되어서는 안 된다(Canon 915).,무류 교리와 비무류 교도권 문헌은 신자의 동의 의무에 있어 차이가 없다.
0.637,2,CANON-SACR,성사 일반과 성체 영성체의 제한,CANON-C0750,진리 등급별 동의 의무 체계,공개적이고 명백한 대죄 상태를 고집스럽게 유지하는 자는 어떠한 경우에도 성체를 영접하도록 허용되어서는 안 된다(Canon 915).,신자는 결정적이지만 무류 선언이 아닌 교리(750§2 부류)에 대해서는 자유로이 반대 의견을 가질 수 있다.
0.637,4,CCC-0847,교회 밖 구원 가능성,TRENT-S14,고해성사와 병자성사,구원의 조건은 진실한 마음으로 하느님을 찾는 것이다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.
0.637,4,CCC-1030,연옥,TRENT-S06-C23,"의화된 자는 죄지을 수 없다 하거나, 마리아 특전 없이 평생 무죄가 가능하다 하면 파문",연옥은 하느님의 은총 안에서 죽었으나 완전히 정화되지 못한 자들을 위한 것이다,죄를 지은 자는 애초에 참으로 의화되지 않았다는 명제 (불가견인 교리의 오용)
0.637,3,CCC-1030,연옥,CCC-1213_1284,세례 성사의 은총,연옥의 목적은 천국에 들어가기 위한 최종 정화이다,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).
0.637,4,CCC-1250,유아 세례의 필요성 (원죄로부터의 해방),TRENT-S06-C17,은총이 예정된 자에게만 주어지고 나머지는 악으로 예정되었다면 파문,세례를 베풀지 않는 것은 아이에게서 하느님 자녀가 되는 은총을 빼앗는 것이다,하느님이 일부 인간을 적극적으로 악과 저주로 예정하셨다는 명제 (이중예정론의 한 형태)
0.637,3,CCC-1376,화체설 (Transsubstantiatio),CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),축성으로 포도주의 전 실체가 그리스도의 피의 실체로 변환된다,타 종교 의식이 그리스도교 성사와 동등한 사효적 효력을 지닌다는 명제
0.637,4,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,고해성사 이전에도 대죄의 용서가 가능하다,자연적 도덕 능력만으로 구원에 이를 수 있다는 명제
0.637,4,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,고해성사를 받겠다는 결심(votum sacramenti)은 필수 조건이다,모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석)
0.637,3,CCC-1471,면죄부 (Indulgentia),DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",교회는 면죄부를 부여할 권한을 갖는다,"(반대 극단) 완전한 애덕이나 초자연적 신앙 없이 ""교회에 들어가고 싶다""는 막연한 마음만으로 구원이 보장된다는 명제 — 이 문서는 이 방향도 명시적으로 차단한다"
0.637,3,CCC-161_165,믿음과 구원,CCC-1030_1032,연옥 (Purgatorium),믿음을 상실하거나 끝까지 지키지 않는 자는 구원받을 수 없다.,죽은 자를 위한 기도나 속죄 행위는 죽은 자에게 아무런 효력을 미치지 못한다.
0.637,3,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",CANON-C0751,이단·배교·열교의 법적 정의,칭의(의화)는 죄의 사면과 내적인 성화(본성의 쇄신)를 모두 포괄한다.,이단·배교·열교는 서로 구별되지 않는 하나의 범죄이다.
0.637,4,CCC-2068,계명 준수로 구원,TRENT-S07-C08,성사가 사효적(ex opere operato)으로 은총을 주지 않는다면 파문,의화된 후에도 하느님의 계명을 지켜야 한다,성사가 단지 믿음을 표현하는 외적 표지일 뿐 그 자체로 은총을 전달하지 않는다는 명제 (기념설적 성사관)
0.637,4,CCC-2068,계명 준수로 구원,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,십계명을 어기는 대죄를 짓고 회개하지 않으면 영원한 구원을 상실한다,"루터의 ""오직 믿음"" 교리"
0.637,4,CCC-2181,주일 미사 의무,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,중대한 이유가 있으면 이 의무에서 면제될 수 있다,율법 준수만으로 의화될 수 있다는 명제 (율법주의)
0.637,4,CCC-2181,주일 미사 의무,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),중대한 이유가 있으면 이 의무에서 면제될 수 있다,교황이 교리 확정에서 오류를 범할 수 있다는 명제
0.637,4,CCC-599_618,십자가와 속죄,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,신자들은 자신의 십자가를 짐으로써 그리스도의 구원 사역에 영적으로 결합할 수 있다.,"모든 신자가 자신의 죄 사함을 절대적으로 흔들림 없이 확신해야 한다는 명제 (구원의 확신, assurance of salvation)"
0.637,3,CCC-880_896,교황 수위권 (Primacy),COUNCIL-CHALCEDON-C28,Canon 28: 콘스탄티노플에 로마와 동등한 특권,로마 교황은 베드로의 합법적 후계자로서 전 세계 가톨릭 교회에 대해 완전하고 즉각적이며 보편적인 최고 재치권(수위권)을 지닌다.,공의회가 통과시킨 교회법은 예외 없이 교황의 승인을 통해 그대로 효력을 발생시켰다.
0.637,3,CCC-880_896,교황 수위권 (Primacy),CANON-PENAL,형법과 자동 파문(Latae Sententiae),"주교들은 교황과의 일치 속에서만 권위를 가지며, 교황 없이 주교단 단독으로 최고 권력을 행사할 수 없다.",파문은 오직 주교나 교황의 명시적인 재판과 서면 선고가 있을 때만 효력이 발생한다(자동 처벌 파문의 부정).
0.637,3,CCC-954_962,성인들의 전구 (Intercession),CCC-1376,화체설 (Transsubstantiatio),천국에 이른 성인들은 지상에 있는 신자들을 위해 하느님께 끊임없이 중재의 기도(전구)를 바친다.,그리스도의 현존은 영적/비유적 의미일 뿐이다
0.637,4,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,"교회를 타 종교와 나란한, 보완적이거나 실질적으로 동등한 구원의 길로 여기는 것은 신앙에 어긋난다",자유의지가 이름뿐이며 사탄이 교회에 끌어들인 허구라는 명제
0.637,4,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),CDF-ORDINATIO,Ordinatio Sacerdotalis (여성 서품 금지),"타 종교를 따르는 이들도 은총을 받을 수 있으나, 객관적으로 교회에 비해 ""심각하게 결핍된"" 상황에 있다",교회의 문화적 상황이 변함에 따라 여성도 사제로 서품될 수 있다.
0.637,2,CDF-RESPONSUM,Responsum ad Dubium (2021) 동성 결합 축복 금지,CANON-C0212,신자의 순명 의무와 의견 표명 권리의 공존,"하느님은 객관적인 죄의 상태(동성 결합)를 축복할 수 없으므로, 교회 역시 동성 커플을 축복할 권한이 전혀 없다.",신자는 신앙·도덕 문제에 관해서도 목자의 권위와 무관하게 자유로이 반대를 공표할 수 있다.
0.637,1,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),CANON-C0750,진리 등급별 동의 의무 체계,림보 이론은 교도권의 교의적 정의에 들어간 적이 없다,무류 교리와 비무류 교도권 문헌은 신자의 동의 의무에 있어 차이가 없다.
0.637,1,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),CANON-C0751,이단·배교·열교의 법적 정의,림보 이론은 교도권의 교의적 정의에 들어간 적이 없다,이단·배교·열교는 서로 구별되지 않는 하나의 범죄이다.
0.637,2,COUNCIL-CONSTANCE-HAEC_SANCTA,Haec Sancta (공의회 우위론),CANON-C0751,이단·배교·열교의 법적 정의,"합법적으로 결집한 보편공의회는 그리스도로부터 직접(immediately) 권능을 받으며, 신앙·분열근절·교회개혁 사안에서는 교황을 포함한 모든 사람이 공의회에 복종할 의무가 있다.",교리적 차이 없이 단지 교황 불복종만으로는 열교가 성립하지 않는다.
0.637,3,COUNCIL-CONSTANCE-HAEC_SANCTA,Haec Sancta (공의회 우위론),TRENT-S14,고해성사와 병자성사,"합법적으로 결집한 보편공의회는 그리스도로부터 직접(immediately) 권능을 받으며, 신앙·분열근절·교회개혁 사안에서는 교황을 포함한 모든 사람이 공의회에 복종할 의무가 있다.",고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.
0.637,2,COUNCIL-CONSTANCE-HAEC_SANCTA,Haec Sancta (공의회 우위론),COUNCIL-LATERAN_IV-C5,Canon 5: 총대주교좌의 서열,"이 교령이 통과된 제5차 회기 시점에는 아직 재위 교황(요한 23세)의 정통성이 확정되지 않은 상태였고, 소스 문헌 자체가 ""이 지점부터 정식 보편공의회가 되며 그 이전 회기는 월권""이라는 편집 주석을 달고 있어, Haec Sancta의 회기가 사후적으로 정식 공의회 지위를 인정받는지 여부가 불분명하다.","로마 교황권은 이 시기까지 다른 총대주교좌들에 대한 구체적 종속 절차(팔리움, 서약)를 요구하지 않았다."
0.637,1,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',DIGNITATIS-HUMANAE,종교 자유에 관한 선언,"""교회 밖 구원 없음""을 오로지 가시적 교적과 수세(물의 세례)로만 한정하는 피니(Feeney)주의의 극단적 엄격주의는 이단적이다.",국가가 참된 종교(가톨릭)만을 보호하고 거짓 종교를 억압해야 한다는 명제
0.637,3,DENZINGER-FEENEY-VOTUM,"1949년 Feeney 서한: ""열망(votum)""의 정확한 신학적 조건",CCC-1257,세례의 필수성,"비오 12세의 회칙 Mystici Corporis(1943)를 근거로, ""암묵적이고 무의식적인 갈망으로 신비체와 결합된"" 이들을 영원한 구원에서 배제하지 않되 ""구원을 확신할 수 없는"" 상태로 규정한다",내적 믿음만으로 세례 없이 충분하다 (통상적 경우)
0.637,4,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,이성적 판단에 따라 자신이 참되다고 여기는 종교를 자유로이 신봉할 권리가 있다는 명제는 오류로 단죄된다,인간이 은총 없이 자신의 선행만으로 하느님 앞에 의롭게 될 수 있다는 명제 (펠라기우스주의)
0.637,2,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S07-C01,7성사가 그리스도께서 친히 제정하신 것이 아니라면 파문,"이 축복은 혼인 성사와 혼동되어서는 안 되며, 비정규적 결합을 승인하는 것이 아니다",성사 중 일부가 교회의 인간적 제도일 뿐 그리스도의 제정이 아니라는 명제 (개신교 2성사설 등)
0.637,2,PAPAL-FRATELLI-120_123,"Fratelli Tutti 120~123항: 사유재산은 ""이차적"" 권리 — 재화의 보편적 목적 우선",TRENT-S06-CH04,세례의 열망(Votum Baptismi),사유재산권은 이 원리에서 파생된 **이차적** 자연권일 뿐이다,"세례만이 유일한 의화의 수단이며, 열망은 대체될 수 없다는 명제 (엄격주의)"
0.637,3,PAPAL-MUNIF,Munificentissimus Deus (성모 몽소승천),CANON-C0212,신자의 순명 의무와 의견 표명 권리의 공존,이 신앙을 고의로 부인하거나 의심하는 자는 가톨릭 신앙에서 떨어져 나간 것이다.,신자는 신앙·도덕 문제에 관해서도 목자의 권위와 무관하게 자유로이 반대를 공표할 수 있다.
0.637,3,PAPAL-MUNIF,Munificentissimus Deus (성모 몽소승천),CANON-SACR,성사 일반과 성체 영성체의 제한,이 신앙을 고의로 부인하거나 의심하는 자는 가톨릭 신앙에서 떨어져 나간 것이다.,타 기독교 종파 신자에게는 죽음의 위험 앞에서도 절대로 가톨릭 성사를 주어서는 안 된다.
0.637,4,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",CCC-2010,공로 (Meritum),원죄 없이 잉태되신 평생 동정 마리아는 지상 생애를 마친 뒤 영혼과 육신이 함께 천상의 영광으로 승천(몽소승천)하였다,영원한 생명은 오직 믿음만으로 주어진다 (Sola Fide)
0.637,4,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,CCC-1471,면죄부 (Indulgentia),모세 율법의 문자를 따른 행위만으로도 의화에 이를 수 없다,그리스도의 공로 외에 성인들의 공로의 보고는 존재하지 않는다
0.637,5,TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,"의화는 그리스도의 의(義)의 단순한 법정적 전가가 아니라, 은총과 사랑이 실제로 영혼에 부어지고 내재(inherent)하는 것이다","모든 신자가 자신의 죄 사함을 절대적으로 흔들림 없이 확신해야 한다는 명제 (구원의 확신, assurance of salvation)"
0.637,5,TRENT-S06-C14,자신이 사함받았다고 믿기 때문에 참으로 의롭다면 파문,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),자신이 의화되었다고 믿는 자만이 참으로 의화된 것이라는 명제는 오류다,정결의 은사를 느끼지 못하는 서원자는 서원했어도 혼인할 수 있다는 명제
0.637,5,TRENT-S06-C22,특별한 도움 없이도 스스로 견인할 수 있다면 파문,TRENT-S06-C04,자유의지가 은총에 전혀 협력하지 않고 순전히 수동적이라면 파문,그러나 그 도움이 주어지면 견인은 가능하다 (완전한 무능력론도 함께 부정됨),인간이 은총의 부름에 동의를 거부할 자유조차 없다는 명제
0.637,5,TRENT-S06-C29,세례 후 넘어진 자가 고해성사 없이 믿음만으로 회복된다면 파문,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,그러나 잃어버린 의(義)의 회복은 오직 믿음만으로가 아니라 고해성사를 통해 이루어져야 한다,믿음만 있으면 대죄 상태에서도 성체를 합당하게 받을 수 있다는 명제 (sola fide의 성체론적 적용)
0.637,5,TRENT-S06-C29,세례 후 넘어진 자가 고해성사 없이 믿음만으로 회복된다면 파문,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,고해성사는 세례 후 재의화(회복)의 신법적 통상 수단이다,오직 믿음만으로(sola fide) 의화된다는 명제
0.637,4,TRENT-S06-C30,의화 후 잠벌이 전혀 남지 않는다면 파문 (연옥 신학의 토대),CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),이 캐논은 연옥 교리(TRENT-S25-PURGATORY)의 신학적 토대가 되는 가장 이른 교의적 진술 중 하나이다,타 종교 의식이 그리스도교 성사와 동등한 사효적 효력을 지닌다는 명제
0.637,4,TRENT-S06-CH04,세례의 열망(Votum Baptismi),TRENT-S06-C22,특별한 도움 없이도 스스로 견인할 수 있다면 파문,요한 3:5은 이 교리의 성경적 근거이다,하느님의 도움이 있어도 인간이 견인할 수 없다는 명제 (극단적 비관론)
0.637,5,TRENT-S07,성사 일반과 세례,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,"성사는 수령자의 믿음에만 의존하지 않고, 합당한 절차를 거치면 성사 자체의 행위로 은총을 부여한다(사효론).",교황의 수위권이 영적 영역에만 제한된다는 명제
0.637,5,TRENT-S07-C04,성사가 구원에 불필요하며 믿음만으로 은총을 얻는다면 파문,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,성사는 구원에 필수적이며 불필요한 부속물이 아니다,사후 정화 없이 모든 신자가 죽음과 동시에 즉각 천국 또는 지옥으로만 간다는 명제 (중간 상태 부정)
0.637,5,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,TRENT-S06-C12,의화시키는 믿음이 단지 자비에 대한 확신일 뿐이라면 파문,신자들에게 성체를 공개적으로 현시하여 경배하게 하는 것은 정당하다,그 확신 하나만으로 의화가 이루어진다는 명제 (종교개혁적 신앙 개념 비판)
0.637,4,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,CCC-1030,연옥,성체를 경배하는 것은 우상숭배가 아니다,그리스도의 속죄가 모든 시간적 벌을 완전히 제거한다
0.637,5,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,성체를 경배하는 것은 우상숭배가 아니다,인간이 은총 없이 자신의 선행만으로 하느님 앞에 의롭게 될 수 있다는 명제 (펠라기우스주의)
0.637,3,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',성체를 합당하게 받기 위한 준비로 믿음만으로는 충분하지 않다,암묵적인 열망이나 선한 양심만으로는 결코 세례를 대체할 수 없으며 무조건 가시적 교회 안에 있어야만 구원받는다 (역설적으로 피렌체 공의회의 엄격주의와 비교됨).
0.637,4,TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,LG-08,"Lumen Gentium 8항: ""Subsistit in"" — 그리스도 교회와 가톨릭교회의 관계",완전한 통회를 스스로 느낀다 해도 사전 고해성사를 대체할 수 없다,가톨릭 교회 밖에는 성화와 진리의 요소가 전혀 존재하지 않는다는 명제
0.637,5,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S06-C24,선행이 의화의 증가 원인이 아니라면 파문,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,칭의가 단회적 선언이며 이후 성화 과정과 무관하다는 명제 (법정적 칭의론)
0.637,5,TRENT-S22-C01,미사는 참된 속죄 제사,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,미사에서 하느님께 참되고 고유한 희생 제사가 봉헌된다,모든 대죄를 낱낱이 고백할 신법적 의무가 없다는 명제
0.637,4,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,CCC-1376,화체설 (Transsubstantiatio),혼인은 그리스도에 의해 제정된 일곱 성사 중 하나이다,그리스도의 현존은 영적/비유적 의미일 뿐이다
0.637,4,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),"연옥에 있는 영혼은 산 신자들의 도고(기도, 자선, 다른 선행)로 도움을 받을 수 있다",비가톨릭 종교·교단에서도 구원받을 수 있다는 명제
0.637,4,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),CDF-DOMINUS,Dominus Iesus (구원의 유일성과 가톨릭 교회),교황의 교의적 정의(definitiones)는 교회의 동의(consensus Ecclesiae)에 의해서가 아니라 그 자체로(ex sese) 개혁 불가능하다,가톨릭 교회가 아닌 다른 종교들도 그 자체로 신성하고 동등한 구원의 길이 될 수 있다(다원주의).
