Score,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,Hit_Filters,Combo_Name
0.632,CCC-888_892,교도권과 교황 무류성 (Infallibility),CCC-161_165,믿음과 구원,교황이 'Ex Cathedra(교좌에서)' 신앙과 도덕에 관해 확정적으로 가르칠 때 그 선언은 오류가 불가능하다.,한 번 얻은 믿음과 구원은 상실될 수 없다(한 번 구원은 영원한 구원).,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.632,CCC-0491,마리아 무염시태,CCC-2181,주일 미사 의무,마리아는 원죄 없이 잉태된 유일한 인간이다,미사 참여는 선택 사항일 뿐이다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.632,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,CCC-1422_1498,고해성사와 사죄권,하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,대죄를 지은 신자가 사제의 사죄 없이 하느님께 직접 고백하는 것만으로 구원의 은총을 온전히 회복할 수 있다.,F3_TOLLENS | F4_ACTION_DOC | F5_GOALPOST | F6_RETORSION,COMBO-05_MORAL_COLLAPSE
0.632,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-2357,동성애 (Homosexualitas),세례는 선택 사항이 아니라 의무이다,성경은 동성애에 대해 침묵한다,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.632,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-954_962,성인들의 전구 (Intercession),사제만이 죄를 사할 권한을 갖는다 (요한 20:23에 근거),하느님과 인간 사이의 유일한 중개자인 예수 그리스도 외에 성인의 전구를 구하는 것은 그리스도의 중개직을 훼손하는 것이다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.631,CANON-MARRIAGE,혼인법,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,교회는 합당한 절차를 통해 애초에 혼인이 유효하게 성립되지 않았음을 선언할(혼인 무효 판결) 권한을 가진다.,모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.631,CCC-1861,대죄와 은총 상실,CCC-0491,마리아 무염시태,회개하지 않은 대죄는 영원한 지옥의 벌을 가져온다,마리아도 다른 모든 인간처럼 원죄를 가지고 잉태되었다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.631,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S06-CH04,세례의 열망(Votum Baptismi),이 축복은 전례적 축복(benedictio liturgica)이 아닌 비전례적·자발적(spontanea) 축복이다,세례도 세례에 대한 열망도 없이 의화가 가능하다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.631,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,혼인의 불가해소성에 관한 교회의 가르침은 오류가 아니다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.63,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S06-CH04,세례의 열망(Votum Baptismi),고해성사를 받겠다는 결심과 함께라면 완전한 통회로 대죄도 용서된다,세례도 세례에 대한 열망도 없이 의화가 가능하다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.63,CCC-2068,계명 준수로 구원,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,계명 준수는 구원을 위해 필수적이다,오직 믿음만으로(sola fide) 의화된다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.63,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,"""교회 밖 구원 없음""을 오로지 가시적 교적과 수세(물의 세례)로만 한정하는 피니(Feeney)주의의 극단적 엄격주의는 이단적이다.",모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.63,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,선한 행위를 통해 은총의 증가를 참으로 얻을 수 있다(mereri),사목적 축복이 도덕적 상태의 승인을 의미한다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.63,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-1498,면죄부의 죽은 자 적용,이 교리를 부정하는 자는 파문(anathema)된다,면죄부는 오직 살아 있는 자에게만 적용된다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.63,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S13,성체성사와 화체설,고해성사는 그리스도에 의해 제정되었다,"성체 안에 그리스도의 몸과 함께 빵의 실체도 그대로 남아 있다(공재설, 루터 반박).",F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.63,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1213_1284,세례 성사의 은총,"통회(contritio)만으로는 죄 사함에 충분하지 않으며, 사제의 사죄가 필요하다",세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.629,CCC-0491,마리아 무염시태,TRENT-S06-CH04,세례의 열망(Votum Baptismi),마리아는 원죄 없이 잉태된 유일한 인간이다,세례도 세례에 대한 열망도 없이 의화가 가능하다는 명제,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.629,CCC-1257,세례의 필수성,CCC-888_892,교도권과 교황 무류성 (Infallibility),그러나 하느님은 성사에 매이지 않으신다 (예외 가능성 인정),교황이 '좌에서(Ex Cathedra)' 선언한 신앙과 도덕 교리라 할지라도 성경과 어긋나면 오류가 있을 수 있다.,F3_TOLLENS | F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.629,TRENT-S05,원죄 교령,CCC-0491,마리아 무염시태,아담의 원죄는 혈통(번식)을 통해 모든 인류에게 예외 없이 전수된다(마리아 제외).,마리아의 무죄성은 자연적(본성적)인 것이다,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.628,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,그리스도가 성체 안에 힘(virtus)으로만 현존한다는 명제 (칼빈주의),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.628,TRENT-S22-C01,미사는 참된 속죄 제사,CCC-0491,마리아 무염시태,미사는 십자가 희생의 재현(re-presentation)이자 속죄 제사이다,마리아의 구원은 다른 인간과 동일한 방식으로 이루어졌다,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.627,CCC-888_892,교도권과 교황 무류성 (Infallibility),CCC-161_165,믿음과 구원,교황이 'Ex Cathedra(교좌에서)' 신앙과 도덕에 관해 확정적으로 가르칠 때 그 선언은 오류가 불가능하다.,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.627,CCC-888_892,교도권과 교황 무류성 (Infallibility),CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",교황이 'Ex Cathedra(교좌에서)' 신앙과 도덕에 관해 확정적으로 가르칠 때 그 선언은 오류가 불가능하다.,칭의는 오직 믿음만으로 이루어지며 내적 쇄신이 아닌 단순히 하느님이 죄를 덮어주시는 것이다(이신칭의 부정).,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.627,CCC-2357,동성애 (Homosexualitas),LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,동성애 행위는 어떤 상황에서도 승인될 수 없다,세례를 실제로 받지 않은 자는 어떤 경우에도 구원받을 수 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.627,CCC-2357,동성애 (Homosexualitas),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,성경은 동성애 행위를 중대한 타락으로 제시한다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.627,CDF-ORDINATIO,Ordinatio Sacerdotalis (여성 서품 금지),TRENT-S25,"연옥, 성인 공경, 대사","사제 서품은 오직 남성에게만 유효하게 수여될 수 있으며, 교회는 이를 변경할 어떠한 권한도 없다.",교회가 대사(면죄부)를 발급하는 것은 속임수이며 아무런 영적 효과가 없다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.627,CDF-RESPONSUM,Responsum ad Dubium (2021) 동성 결합 축복 금지,CCC-888_892,교도권과 교황 무류성 (Infallibility),교회의 축복은 오직 도덕법과 혼인 교리(남녀)에 부합하는 관계에만 주어질 수 있다.,교회 내에 신앙과 도덕에 관해 절대적으로 무류한 판단을 내릴 수 있는 권위 체계는 존재하지 않는다.,F4_ACTION_DOC | F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.627,TRENT-S14,고해성사와 병자성사,TRENT-S22,미사의 거룩한 제사,고해성사는 그리스도께서 직접 제정하신 죄 사함의 참된 성사이다.,"미사는 단지 십자가 제사의 기념일 뿐, 죄를 사하는 능력이 있는 제사가 아니다.",F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.627,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),고해성사는 그리스도에 의해 제정되었다,교황이 전체 교회에 대한 최고 관할권을 갖지 않는다는 명제,F2_RUPTURE | F3_TOLLENS | F5_GOALPOST | F6_RETORSION,COMBO-03_SALVATION
0.627,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,아무도 자기 양심에 따라 종교를 실천하는 것이 방해받아서는 안 된다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.626,CCC-0491,마리아 무염시태,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,이 보존은 하느님의 특별한 은총과 특전에 의한 것이다,오직 믿음만으로(sola fide) 의화된다는 명제,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.626,TRENT-S14,고해성사와 병자성사,PAPAL-INEFF,Ineffabilis Deus (원죄 없이 잉태되신 동정 마리아),고해성사는 그리스도께서 직접 제정하신 죄 사함의 참된 성사이다.,성모 마리아 역시 다른 모든 인류와 마찬가지로 원죄를 지니고 잉태되었다.,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F8_SILENCE,COMBO-01_MARIOLOGY
0.626,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,CCC-0491,마리아 무염시태,혼인의 불가해소성에 관한 교회의 가르침은 오류가 아니다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.626,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1422_1498,고해성사와 사죄권,자기 잘못 없이 그리스도의 복음과 교회를 모르면서도 성실한 마음으로 하느님을 찾고 양심의 지시에 따라 올바로 살려고 하는 이들은 영원한 구원에 이를 수 있다,대죄를 지은 신자가 사제의 사죄 없이 하느님께 직접 고백하는 것만으로 구원의 은총을 온전히 회복할 수 있다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.625,CCC-1257,세례의 필수성,TRENT-S05,원죄 교령,그러나 하느님은 성사에 매이지 않으신다 (예외 가능성 인정),영아 세례는 무효하며 불필요하다(재세례파 단죄).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.625,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,TRENT-S14,고해성사와 병자성사,혼인의 불가해소성에 관한 교회의 가르침은 오류가 아니다,고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.624,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,칭의를 받은 신자는 선행을 통해 영생을 얻을 공로를 인정받을 수 있다.,모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.624,TRENT-S22,미사의 거룩한 제사,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,미사는 살아있는 신자뿐만 아니라 연옥에 있는 죽은 영혼들의 죄벌을 씻기 위해서도 유효하게 바쳐질 수 있다.,모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.624,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1257_1261,세례의 필수성,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,복음을 알 수 있는 사람이 세례 성사를 고의로 거부하고도 구원받을 수 있다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.624,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,교회가 혼인의 불가해소성을 가르치는 데 있어 오류를 범했다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.624,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,고해성사는 그리스도에 의해 제정되었다,오직 믿음만으로(sola fide) 의화된다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.623,CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),TRENT-S07,성사 일반과 세례,가톨릭 교회가 그리스도에 의해 세워진 구원의 필수적 방도임을 아는 사람이 교회를 거부하거나 떠나면 구원받을 수 없다.,성사는 단지 믿음을 북돋기 위한 외적 표징일 뿐 구원 은총을 수여하지 못한다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.623,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',TRENT-S14,고해성사와 병자성사,"가시적인 물의 세례를 받지 않고 가톨릭 교회에 외적으로 등록되지 않은 사람도, 하느님을 향한 선한 양심과 암묵적 열망이 있다면 구원받을 수 있다.",고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.623,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,CCC-1213_1284,세례 성사의 은총,하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,세례는 죄 사함의 실제 능력이 없는 단순한 신앙 고백의 상징이다.,F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.623,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,오직 믿음만으로(sola fide) 의화된다는 명제,F2_RUPTURE | F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.623,TRENT-S06,칭의(의화) 교령,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,의롭게 된 자는 계명을 지키고 선행을 실천함으로써 진정한 영적 공로를 쌓고 영생을 얻을 권리를 얻는다.,사목적 축복이 도덕적 상태의 승인을 의미한다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.621,CCC-880_896,교황 수위권 (Primacy),TRENT-S14,고해성사와 병자성사,"주교들은 교황과의 일치 속에서만 권위를 가지며, 교황 없이 주교단 단독으로 최고 권력을 행사할 수 없다.",고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.621,CCC-0847,교회 밖 구원 가능성,TRENT-S14,고해성사와 병자성사,양심의 명령에 따라 하느님의 뜻을 실천하려는 노력이 필요하다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.621,COUNCIL-FLORENCE,Cantate Domino (가장 강력한 배타적 구원 교령),TRENT-S14,고해성사와 병자성사,"가톨릭 교회와 일치하지 않은 자는 구제를 얼마나 많이 하든, 심지어 그리스도를 위해 피를 흘리며 순교하더라도 절대 구원받을 수 없다.",고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.621,PAPAL-MUNIF,Munificentissimus Deus (성모 몽소승천),CCC-1376,화체설 (Transsubstantiatio),성모 마리아는 지상 생애를 마친 뒤 영혼과 함께 육신이 부패하지 않고 천국으로 승천(몽소승천)하였다.,그리스도의 현존은 영적/비유적 의미일 뿐이다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.621,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-2181,주일 미사 의무,"통회(contritio)만으로는 죄 사함에 충분하지 않으며, 사제의 사죄가 필요하다",교회의 예배 규정은 구속력이 없다,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.621,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,CCC-888_892,교도권과 교황 무류성 (Infallibility),아무도 자기 양심에 따라 종교를 실천하는 것이 방해받아서는 안 된다,교회 내에 신앙과 도덕에 관해 절대적으로 무류한 판단을 내릴 수 있는 권위 체계는 존재하지 않는다.,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.62,CCC-888_892,교도권과 교황 무류성 (Infallibility),COUNCIL-CONST_III,호노리우스 1세 교황 정죄,교황과 일치하여 개최된 보편 공의회(에큐메니컬 공의회)의 교리적 정의는 오류가 없다.,로마 교황은 절대로 이단에 빠질 수 없다 (1차 바티칸 무류성 선언의 역사적 뇌관).,F2_RUPTURE | F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.62,CCC-1257,세례의 필수성,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,교회는 세례 외에 구원의 다른 수단을 알지 못한다,오직 믿음만으로(sola fide) 의화된다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.62,CDF-RESPONSUM,Responsum ad Dubium (2021) 동성 결합 축복 금지,VATICAN2-GS,Gaudium et Spes (사목 헌장),교회의 축복은 오직 도덕법과 혼인 교리(남녀)에 부합하는 관계에만 주어질 수 있다.,"교회는 세속 정치, 사회, 인권 문제에 개입하지 말고 오직 영적인 사후 세계의 구원에만 집중해야 한다.",F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.62,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',CCC-888_892,교도권과 교황 무류성 (Infallibility),"""교회 밖 구원 없음""을 오로지 가시적 교적과 수세(물의 세례)로만 한정하는 피니(Feeney)주의의 극단적 엄격주의는 이단적이다.",교회 내에 신앙과 도덕에 관해 절대적으로 무류한 판단을 내릴 수 있는 권위 체계는 존재하지 않는다.,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.62,TRENT-S06,칭의(의화) 교령,CCC-1452,완전한 통회 (Contritio Perfecta),칭의는 단지 하느님이 죄를 덮어주시는 것이 아니라 인간 본성이 내적으로 쇄신되는 것이다.,대죄는 오직 고해성사를 통해서만 용서될 수 있다 (예외 없이),F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.62,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-1213_1284,세례 성사의 은총,세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.619,CCC-1471_1479,"대사 (면죄부, Indulgentia)",TRENT-S06,칭의(의화) 교령,"고해성사로 죄책이 용서된 후에도 죄로 인한 '잠벌'이 남아 있으며, 이는 이승이나 연옥에서 치러야 한다.",인간의 자유의지는 죄로 인해 완전히 파괴되어 은총에 수동적일 뿐이다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.619,CCC-0491,마리아 무염시태,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,마리아는 원죄 없이 잉태된 유일한 인간이다,의화에 인간 의지의 어떤 준비도 필요 없다는 명제,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.619,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',CCC-888_892,교도권과 교황 무류성 (Infallibility),"""교회 밖 구원 없음""을 오로지 가시적 교적과 수세(물의 세례)로만 한정하는 피니(Feeney)주의의 극단적 엄격주의는 이단적이다.",교황이 '좌에서(Ex Cathedra)' 선언한 신앙과 도덕 교리라 할지라도 성경과 어긋나면 오류가 있을 수 있다.,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.619,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,아무도 자기 양심에 따라 종교를 실천하는 것이 방해받아서는 안 된다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.619,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,TRENT-S14,고해성사와 병자성사,"무슬림은 아브라함의 신앙을 지니고 있다고 공언하며, 유일하신 하느님을 경배한다",죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.618,CANON-GEN,"교회법 일반 (적용 대상, 이단, 배교)",CCC-888_892,교도권과 교황 무류성 (Infallibility),'이단'은 세례 받은 자가 하느님이 계시하시고 교회가 정의한 교리를 고의로 지속적으로 부정하거나 의심하는 행위이다.,교황이 '좌에서(Ex Cathedra)' 선언한 신앙과 도덕 교리라 할지라도 성경과 어긋나면 오류가 있을 수 있다.,F4_ACTION_DOC | F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.618,CANON-SACR,성사 일반과 성체 영성체의 제한,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,"죽을 위험 등 극히 예외적인 상황에서는, 일정한 조건을 갖춘 비가톨릭 기독교인에게도 성사(고해, 성체, 병자)를 합법적으로 수여할 수 있다(Canon 844).",모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),F2_RUPTURE | F3_TOLLENS | F5_GOALPOST | F6_RETORSION,COMBO-03_SALVATION
0.618,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,암묵적인 열망이나 선한 양심만으로는 결코 세례를 대체할 수 없으며 무조건 가시적 교회 안에 있어야만 구원받는다 (역설적으로 피렌체 공의회의 엄격주의와 비교됨).,F2_RUPTURE | F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.618,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,혼인의 불가해소성에 관한 교회의 가르침은 오류가 아니다,모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.617,CCC-888_892,교도권과 교황 무류성 (Infallibility),CCC-2181,주일 미사 의무,교황이 'Ex Cathedra(교좌에서)' 신앙과 도덕에 관해 확정적으로 가르칠 때 그 선언은 오류가 불가능하다.,교회의 예배 규정은 구속력이 없다,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.617,CDF-DOMINUS,Dominus Iesus (구원의 유일성과 가톨릭 교회),CCC-888_892,교도권과 교황 무류성 (Infallibility),비그리스도교 종교들은 객관적으로 구원의 수단이 될 수 없으며 영적인 측면에서 심각한 결함을 지니고 있다.,교황이 '좌에서(Ex Cathedra)' 선언한 신앙과 도덕 교리라 할지라도 성경과 어긋나면 오류가 있을 수 있다.,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.617,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,CCC-1257_1261,세례의 필수성,이 교리를 부정하는 자는 파문(anathema)된다,복음을 알 수 있는 사람이 세례 성사를 고의로 거부하고도 구원받을 수 있다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.617,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-1257_1261,세례의 필수성,이 교리를 부정하는 자는 파문(anathema)된다,복음을 알 수 있는 사람이 세례 성사를 고의로 거부하고도 구원받을 수 있다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.617,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,아무도 자기 양심에 따라 종교를 실천하는 것이 방해받아서는 안 된다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.616,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,고해성사 이전에도 대죄의 용서가 가능하다,오직 믿음만으로(sola fide) 의화된다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.616,CCC-1471,면죄부 (Indulgentia),TRENT-S14,고해성사와 병자성사,면죄부는 이미 용서받은 죄에 대한 시간적 벌의 감면이다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.616,TRENT-S14,고해성사와 병자성사,CCC-1257,세례의 필수성,구원을 위해서는 세례 후 지은 모든 대죄를 사제에게 구두로 은밀하게 고백하는 것이 신법으로 필수적이다.,성사는 구원에 불필요한 외적 의식일 뿐이다,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
